iter	Logloss
187	0.05146827102
188	0.05133781855
189	0.05116316203
190	0.05095820879
191	0.05072735206
192	0.05045572621
193	0.05003732993
194	0.0499308318
195	0.0497202335
196	0.04963582433
197	0.04949814319
198	0.04948130921
199	0.04930361014
200	0.04915291226
201	0.04891256786
202	0.0487014958
203	0.0485162057
204	0.04837691771
205	0.04821582635
206	0.04800543143
207	0.04772636438
208	0.04760743325
209	0.04741189111
210	0.04719690993
211	0.04716600944
212	0.04703509183
213	0.04686058927
214	0.04685047391
215	0.04673680704
216	0.04665247746
217	0.04640109618
218	0.04627688687
219	0.04610344889
220	0.04590966568
221	0.04569250702
222	0.04549305201
223	0.04530787978
224	0.04507883309
225	0.04495761411
226	0.04485885335
227	0.04467037713
228	0.04458074779
229	0.0443988066
230	0.04419021201
231	0.04403454399
232	0.04385677441
233	0.04370114707
234	0.04342762248
235	0.04321698448
236	0.04294183778
237	0.04281387675
238	0.04262210495
239	0.04235796294
240	0.04217839789
241	0.04204115595
242	0.04185048947
243	0.04169418598
244	0.04156224274
245	0.04145205986
246	0.04135628326
247	0.04114356438
248	0.04097199404
249	0.04076282108
250	0.04057250777
251	0.04044293684
252	0.0402884936
253	0.04001043908
254	0.03981684525
255	0.03965466138
256	0.03938252558
257	0.03914007965
258	0.03900622103
259	0.03883828926
260	0.03872898047
261	0.03852004782
262	0.03834579748
263	0.03817353904
264	0.03800504132
265	0.03785942564
266	0.0376404354
267	0.03749103956
268	0.03737760485
269	0.03719556297
270	0.03698240381
271	0.03679487058
272	0.03660377378
273	0.03642290222
274	0.03629754217
275	0.03611168977
276	0.03598332034
277	0.03587739324
278	0.03571742606
279	0.03556484297
280	0.03546423657
281	0.03527056671
282	0.03518898971
283	0.03505115757
284	0.03489793961
285	0.03479874148
286	0.03462627256
287	0.03451473267
288	0.03441511191
289	0.03426060394
290	0.03411005247
291	0.03396294447
292	0.03373355047
293	0.03358069128
294	0.03350039025
295	0.03340714294
296	0.03326764712
297	0.03313616478
298	0.03292774775
299	0.0328060089
300	0.03267676473
301	0.03246835091
302	0.0323435975
303	0.03217657197
304	0.03201405458
305	0.03188085064
306	0.03175794226
307	0.03156668755
308	0.03148424087
309	0.031395407
310	0.03126219508
311	0.03118362648
312	0.03106642981
313	0.03091886604
314	0.03081584808
315	0.03066428281
316	0.03060098965
317	0.03050050456
318	0.03042578993
319	0.03030560384
320	0.0302415481
321	0.03009399096
322	0.03001948016
323	0.02991698073
324	0.02983339974
325	0.02970829537
326	0.02961034853
327	0.02948754955
328	0.02940320254
329	0.02926580519
330	0.029181619
331	0.02907079529
332	0.02897537251
333	0.02883353346
334	0.02870066253
335	0.02861805118
336	0.02849129793
337	0.02837753116
338	0.02830051075
339	0.02820432232
340	0.02805339969
341	0.02800378549
342	0.02787029652
343	0.02774346042
344	0.02768514642
345	0.02753123439
346	0.02739186305
347	0.02732091886
348	0.02722481384
349	0.02716582329
350	0.02708952916
351	0.02694636121
352	0.02685423191
353	0.02675148603
354	0.02670436284
355	0.026704359
356	0.02660349991
357	0.02647281071
358	0.02638822017
359	0.02631951397
360	0.02620749007
361	0.02609769955
362	0.0260339627
363	0.02597549164
364	0.02588110025
365	0.02579009915
366	0.0256572175
367	0.02559432668
368	0.02549135136
369	0.02543661056
370	0.02538213187
371	0.02531611191
372	0.02522598878
373	0.02514055923
374	0.02504793266
375	0.02498480765
376	0.0249189121
377	0.02485000508
378	0.02477207
379	0.02471181366
380	0.02463352086
381	0.02456422056
382	0.02456163682
383	0.02448430666
384	0.02435510969
385	0.02430538513
386	0.02420937304
387	0.02416063432
388	0.0240732366
389	0.02404021752
390	0.02400733056
391	0.02398044311
392	0.02388466764
393	0.02383232429
394	0.02374343682
395	0.02366507413
396	0.02357710433
397	0.02350392695
398	0.0234318471
399	0.02336986281
400	0.02327007661
401	0.02319108624
402	0.02311224817
403	0.02302661099
404	0.02292258632
405	0.02287381597
406	0.0227925132
407	0.02271037374
408	0.02271035779
409	0.02264702467
410	0.02258910982
411	0.02247435921
412	0.02243035669
413	0.02235022562
414	0.02228958939
415	0.0222080498
416	0.02210636312
417	0.02201126887
418	0.02196668752
419	0.02190441414
420	0.02180590181
421	0.02171311524
422	0.0216332024
423	0.02153697792
424	0.02147418688
425	0.02139747851
426	0.02136146974
427	0.02126715213
428	0.02121893673
429	0.0211795256
430	0.02112976098
431	0.0210739181
432	0.02104450194
433	0.02096681888
434	0.02087918714
435	0.02078851028
436	0.02071294109
437	0.02065257242
438	0.02054732206
439	0.02053813755
440	0.02051847448
441	0.02045103758
442	0.02038753731
443	0.02033801966
444	0.02028628116
445	0.02025000554
446	0.02018472145
447	0.02013116213
448	0.02004861071
449	0.01997210166
450	0.0199218275
451	0.01987472096
452	0.01981910564
453	0.01977438312
454	0.01970437557
455	0.01963002619
456	0.01957868495
457	0.01951533523
458	0.01949161835
459	0.01945677194
460	0.01941863358
461	0.0193589805
462	0.01929225491
463	0.01920250687
464	0.01915270071
465	0.01909234417
466	0.01903188907
467	0.01896780222
468	0.01892775448
469	0.01890283209
470	0.01884641533
471	0.01878091799
472	0.01870544194
473	0.01868291943
474	0.01865228477
475	0.01860329498
476	0.01854988053
477	0.01849899871
478	0.01840880125
479	0.0183806706
480	0.0183237108
481	0.01824964647
482	0.01820168065
483	0.01814662432
484	0.01811028756
485	0.01811027997
486	0.01807849315
487	0.01802702973
488	0.01797062017
489	0.0179264907
490	0.01787400808
491	0.01784578286
492	0.01775336018
493	0.01774095411
494	0.01768084438
495	0.01762805711
496	0.01756434318
497	0.01749845746
498	0.01745473493
499	0.01740455965
500	0.01740455915
501	0.01735871465
502	0.01730081068
503	0.01726298898
504	0.01721048952
505	0.01716968661
506	0.01710436359
507	0.0170917494
508	0.01706592015
509	0.01706590824
510	0.01702471842
511	0.01698834937
512	0.01691754328
513	0.01686066393
514	0.01684647671
515	0.0167991884
516	0.01674712641
517	0.01671751866
518	0.01669941176
519	0.01665825629
520	0.01660628818
521	0.01654700568
522	0.01654286153
523	0.01647302467
524	0.01645846784
525	0.01642460856
526	0.01639951199
527	0.01635604937
528	0.0163362248
529	0.01631425785
530	0.01626536308
531	0.01622135707
532	0.01618675511
533	0.01614156297
534	0.01612251821
535	0.0160897326
536	0.01603949764
537	0.01598833543
538	0.01591813498
539	0.01589758064
540	0.01586535986
541	0.0158290576
542	0.01576385964
543	0.01572148031
544	0.01565381559
545	0.01562219321
546	0.01559444285
547	0.01552345117
548	0.01550148626
549	0.01546813225
550	0.01543005307
551	0.01540087651
552	0.01536585252
553	0.01529116896
554	0.01524044042
555	0.0151747198
556	0.01514185342
557	0.01507072502
558	0.01503992316
559	0.01499898557
560	0.01497347267
561	0.01493861481
562	0.01490828373
563	0.01486736644
564	0.01483146637
565	0.01479750611
566	0.01476057762
567	0.01470992191
568	0.01468212419
569	0.01463446308
570	0.01461587615
571	0.01456841387
572	0.01452492411
573	0.01447764346
574	0.01444795379
575	0.01441662059
576	0.01437847119
577	0.01435522056
578	0.01429938972
579	0.01428046161
580	0.01426055796
581	0.01420836871
582	0.01415977799
583	0.01412524097
584	0.01410949352
585	0.01407475298
586	0.01404125566
587	0.01398444218
588	0.01394371047
589	0.01389593426
590	0.01387495057
591	0.01384462649
592	0.01379859733
593	0.01377311912
594	0.01372311958
595	0.01368423728
